program,year,last_name,first_name,affiliation_QID,subprogram,multi.year_award,fellowship.title
SAAM,2008,Mazow,Leo,Q15265207,Senior Fellow,NA,
SAAM,2023,Grant,Kelly-Christina,Q1394262,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2018,Beetham,Sarah ,Q1952033,Postdoctoral Fellow,NA,James Smithson
SAAM,2006,Haxall,Daniel,Q739627,Predoctoral Fellow,NA,
SAAM,2007,Walls (Mazow),Alissa ,Q739627,Predoctoral Fellow,NA,Douglass Foundation
SAAM,2008,Veder,Robin,Q739627,Senior Fellow,NA,
SAAM,1988,Pohl,Frances K.,Q7227384,Postdoctoral Fellow,NA,
SAAM,2024,Branch,Charmaine,Q21578,Predoctoral Fellow,NA,Joshua C. Taylor
SAAM,2015,DiBenedetto,Erica,Q21578,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2009,Elder,Nika,Q21578,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,1994,Hardin,Jennifer,Q21578,Predoctoral Fellow,NA,
SAAM,1970,Hunter,Robert,Q21578,Predoctoral Fellow,NA,
SAAM,2015,Jacobus-Parker,Frances ,Q21578,Predoctoral Fellow,NA,
SAAM,2012,Kim,Miri ,Q21578,Predoctoral Fellow,NA,
SAAM,2015,Lazevnick,Ashley,Q21578,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,2014,Macfarlane,Ellen,Q21578,Predoctoral Fellow,NA,
SAAM,1973,Morrin,Peter,Q21578,Predoctoral Fellow,NA,
SAAM,2018,Shahi,Kimia ,Q21578,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,2016,Yohalem,Hannah,Q21578,Predoctoral Fellow,NA,
SAAM,2023,Eckel,Molly K.,Q21578,Predoctoral Fellow,NA,Joe and Wanda Corn
SAAM,1998,Zamudio-Taylor,Victor,Q21578,Senior Fellow,NA,Rockefeller
SAAM,2003,Smith,Shelley ,Q1420038,Conservation Fellow,NA,Sara Roby
SAAM,2008,Wallace,Miranda,Q7270900,Postdoctoral Fellow,NA,
SAAM,1998,Fariello,Anna,Q632465,Postdoctoral Fellow,NA,
SAAM,1982,Mathews,Nancy,Q7291803,Postdoctoral Fellow,NA,
SAAM,2006,Katzman,Laura,Q7291803,Senior Fellow,NA,
SAAM,2004,McCarthy,David,Q1321046,Senior Fellow,NA,
SAAM,2022,Tani,Ellen Yoshi ,Q2140778,Postdoctoral Fellow,NA,
SAAM,2020,Rizzo,Giuseppe ,Q151510,Predoctoral Fellow,NA,
SAAM,1989,Capasso,Nicholas J. ,Q499451,Predoctoral Fellow,NA,
SAAM,2004,Curtiss,Kimberly ,Q499451,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,1999,Mooney,Amy M.,Q499451,Predoctoral Fellow,NA,
SAAM,2024,Oslé,Emma,Q499451,Predoctoral Fellow,NA,Terra Foundation for American Art and Big Ten Academic Alliance
SAAM,2006,Scott,Sascha,Q499451,Predoctoral Fellow,NA,
SAAM,2008,Voss,Annemarie,Q499451,Predoctoral Fellow,NA,
SAAM,2017,San Martín,Florencia,Q499451,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2023,Seggerman,Alex Dika,Q7382780,Senior Fellow,NA,Patricia and Phillip Frost
SAAM,2020,Cordero Martín,Beatriz ,Q4116998,Postdoctoral Fellow,NA,George Gurney
SAAM,2013,Martínez-Rodríguez,Fabiola,Q4116998,Senior Fellow,NA,Terra Foundation for American Art
SAAM,2010,Werbel,Amy,Q2212983,Senior Fellow,NA,
SAAM,2015,Wofford,Tobias,Q992830,Postdoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2003,Gonzales-Day,Ken,Q10664609,Senior Fellow,NA,Latino Studies
SAAM,2000,Versari,Maria Elena,Q672416,Predoctoral Fellow,NA,
SAAM,2013,Yoon,Jin-Me,Q201603,Smithsonian Artist Research Fellow,NA,
SAAM,2009,Rogers,Sarah,Q1536258,Postdoctoral Fellow,NA,Terra Foundation for American Art
SAAM,1986,Carr,Gerald Lawrence ,Q1536258,Senior Fellow,NA,
SAAM,2017,Richman,Lauren,Q1536258,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,1980,Abrams,Ann Uhry ,Q7575916,Postdoctoral Fellow,NA,
SAAM,1976,Coen,Rena,Q1136874,Postdoctoral Fellow,NA,
SAAM,1999,Latimer,Tirza T.,Q41506,Graduate Fellow,NA,
SAAM,1978,Corn,Wanda M.,Q41506,Postdoctoral Fellow,NA,
SAAM,1996,Hutchinson,Elizabeth,Q41506,Predoctoral Fellow,NA,
SAAM,2018,Lerman-Tan,Yinshi,Q41506,Predoctoral Fellow,NA,Douglass Foundation
SAAM,2010,Levavy,Sara Beth,Q41506,Predoctoral Fellow,NA,
SAAM,2013,Ronan,Anne,Q41506,Predoctoral Fellow,NA,Douglass Foundation
SAAM,1998,Schwain,Kristin ,Q41506,Predoctoral Fellow,NA,
SAAM,1975,Seeman (-Robinson),Joan French,Q41506,Predoctoral Fellow,NA,
SAAM,2000,Shapiro,Emily D.,Q41506,Predoctoral Fellow,NA,
SAAM,2000,Weems,Jason D.,Q41506,Predoctoral Fellow,NA,
SAAM,1987,Wellman,Charlotte Helen,Q41506,Predoctoral Fellow,NA,Women's Committee of the Smithsonian Associates
SAAM,1986,Wetenhall,John,Q41506,Predoctoral Fellow,NA,
SAAM,1984,Whiting,Cécile ,Q41506,Predoctoral Fellow,NA,
SAAM,1986,Corn,Wanda M.,Q41506,Senior Fellow,NA,Regents'
SAAM,1990,Osborne,Carol M.,Q41506,Senior Fellow,NA,
SAAM,2020,Metzger,Cyle ,Q41506,Predoctoral Fellow,NA,
SAAM,1977,Stein,Roger Breed,Q863813,Postdoctoral Fellow,NA,
SAAM,1976,Nelson,Harold,Q863813,Predoctoral Fellow,NA,
SAAM,2002,Berger,Martin A. ,Q681025,Postdoctoral Fellow,NA,
SAAM,2013,Warren,Sarah,Q4359408,Senior Fellow,NA,Renwick
SAAM,2008,Hellstein,Valerie,Q969850,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2004,Swenson,Kirsten J.,Q969850,Predoctoral Fellow,NA,Douglass Foundation
SAAM,1990,Bogart,Michele H. ,Q969850,Senior Fellow,NA,
SAAM,2022,Kahng,Amy ,Q969850,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2024,Myers,Sarah,Q969850,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,1977,Taylor,Kendall,Q617433,Predoctoral Fellow,NA,
SAAM,2019,Kaufman,Tara,Q1420239,Graduate Fellow,NA,William H. Truettner
SAAM,2009,Larnerd,Joseph,Q1420239,Graduate Fellow,NA,Douglass Foundation
SAAM,1987,Day-Hickman,Barbara ,Q1420239,Postdoctoral Fellow,NA,
SAAM,2024,de Lourdes Mariño Fernández,Maria,Q1420239,Predoctoral Fellow,NA,Audrey Flack
SAAM,2023,Machado,Li,Q1420239,Predoctoral Fellow,NA,SAAM Latinx Art
SAAM,2019,Vieyra,Natalia,Q1420239,Predoctoral Fellow,NA,
SAAM,2011,Braddock,Alan C. ,Q1420239,Senior Fellow,NA,
SAAM,2012,Igoe,Laura Turner ,Q1420239,Predoctoral Fellow,NA,
SAAM,2020,Printz,Ali ,Q1420239,Predoctoral Fellow,NA,William H. Truettner
SAAM,2014,Wang,Peter (Han-Chih),Q1420239,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2022,Harrison,Madeleine,Q734266,Postdoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2021,Kazarian,Choghakate,Q734266,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,1996,Isaacs,J. Susan,Q1474129,Postdoctoral Fellow,NA,Renwick
SAAM,1993,Ennis,Lynn Jones,Q7885779,Predoctoral Fellow,NA,Renwick
SAAM,2016,Amedei,Michele ,Q820887,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2006,Cheles,Luciano ,Q661056,Senior Fellow,NA,Terra Foundation for American Art
SAAM,2001,Rotily,Jocelyne ,Q1687719,Postdoctoral Fellow,NA,
SAAM,2006,Antoine,Jean-Philippe ,Q4027,Senior Fellow,NA,Terra Foundation for American Art
SAAM,2012,Cabau,Agathe ,Q999763,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2011,Cras,Sophie ,Q999763,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2005,Power,Susan,Q999763,Predoctoral Fellow,NA,Sara Roby
SAAM,2020,Pernuit,Pierre-Jacques ,Q999763,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2007,Valance,Hélène,Q1235608,Graduate Fellow,NA,
SAAM,2010,Valance,Hélène,Q1235608,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2007,Venturi,Riccardo,Q1394262,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2016,Murphy,Paula,Q1068258,Senior Fellow,NA,Terra Foundation for American Art
SAAM,2019,Hölling,Hanna,Q1068258,Postdoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2008,Patterson,Jody,Q1068258,Postdoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2013,Bailey,Julia Tatiana,Q1068258,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2021,Lessersohn,Nora,Q1068258,Predoctoral Fellow,NA,Joe and Wanda Corn
SAAM,2018,Vilalta,Helena,Q1068258,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2019,Caverhill,Heather,Q391028,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2022,Kuipers,Grace ,Q168756,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2015,Yau,Elaine,Q168756,Postdoctoral Fellow,NA,William H. Truettner
SAAM,2013,Coleman,William L.,Q168756,Predoctoral Fellow,NA,
SAAM,2023,Fair,Elizabeth,Q168756,Predoctoral Fellow,NA,
SAAM,2021,Ittner,Claire,Q168756,Predoctoral Fellow,NA,Will Barnet Foundation
SAAM,2004,May,Jessica,Q168756,Predoctoral Fellow,NA,
SAAM,2010,Moore,Emily,Q168756,Predoctoral Fellow,NA,
SAAM,1998,Muller,Kevin R.,Q168756,Predoctoral Fellow,NA,
SAAM,2002,Newman,Sarah,Q168756,Predoctoral Fellow,NA,Sara Roby
SAAM,1979,Schleier,Merrill,Q168756,Predoctoral Fellow,NA,
SAAM,2002,Schreyach,Michael ,Q168756,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2000,Shannon,Joshua ,Q168756,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,1995,Yorba,Jonathan,Q168756,Predoctoral Fellow,NA,
SAAM,2019,Young,Olivia Kathleen ,Q168756,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2017,Cowan,Sarah ,Q168756,Predoctoral Fellow,NA,
SAAM,1991,Wada,Yoshiko Iwamoto,Q168756,Senior Fellow,NA,Renwick
SAAM,2019,Riley,Caroline ,Q129421,Postdoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2016,Perkov,Kayleigh ,Q868421,Predoctoral Fellow,NA,William H. Truettner
SAAM,1999,Tashjian,Dickran L.,Q868421,Senior Fellow,NA,Sara Roby
SAAM,2023,Smith Flores,Brisa,Q174710,Postdoctoral Fellow,NA,Terra Foundation for American Art
SAAM,1998,Chen,Constance,Q174710,Predoctoral Fellow,NA,
SAAM,2022,Crum,Amy E. ,Q174710,Predoctoral Fellow,NA,SAAM Latinx Art
SAAM,2022,Hamm,Connor ,Q174710,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,1995,Morgan,Jo-Ann,Q174710,Predoctoral Fellow,NA,
SAAM,2007,Scott,Emily Eliza,Q174710,Predoctoral Fellow,NA,
SAAM,1998,Segal,Eric J.,Q174710,Predoctoral Fellow,NA,Sara Roby
SAAM,1988,Boime,Albert Isaac ,Q174710,Senior Fellow,NA,Regents'
SAAM,2014,Wang,ShiPu,Q1728622,Senior Fellow,NA,Terra Foundation for American Art
SAAM,1995,Cassidy,Stephanie,Q622664,Predoctoral Fellow,NA,
SAAM,2019,Bane,Sarah,Q263064,Predoctoral Fellow,NA,Joe and Wanda Corn
SAAM,2018,Decemvirale,J. V. ,Q263064,Predoctoral Fellow,NA,SAAM Latinx Art
SAAM,1997,Dini,Jane,Q263064,Predoctoral Fellow,NA,
SAAM,2022,Driscoll Smith,Elizabeth ,Q263064,Predoctoral Fellow,NA,
SAAM,1977,Lorenz,Melinda,Q263064,Predoctoral Fellow,NA,
SAAM,2021,Morris,Sara,Q263064,Predoctoral Fellow,NA,SAAM Fellow in American Craft
SAAM,2023,Sorkin,Jenni,Q263064,Senior Fellow,NA,SAAM Fellow in American Craft
SAAM,2020,Limb,Matthew ,Q263064,Predoctoral Fellow,NA,Douglass Foundation
SAAM,1974,Traxel,David,Q1047293,Postdoctoral Fellow,NA,
SAAM,2022,Weldon-Yochim,Zoe ,Q1047293,Predoctoral Fellow,NA,Douglass Foundation
SAAM,1977,Bogart,Michele H. ,Q131252,Predoctoral Fellow,NA,
SAAM,2014,Cohen,Jennifer,Q131252,Predoctoral Fellow,NA,William H. Truettner
SAAM,2013,Fuldner,Carl,Q131252,Predoctoral Fellow,NA,
SAAM,1999,Longmire,Stephen,Q131252,Predoctoral Fellow,NA,
SAAM,1970,Murray,Richard,Q131252,Predoctoral Fellow,NA,
SAAM,2020,Robinson,Allison,Q131252,Predoctoral Fellow,NA,
SAAM,2016,Rosenow,James,Q131252,Predoctoral Fellow,NA,
SAAM,1978,Yarnall,James L.,Q131252,Predoctoral Fellow,NA,
SAAM,1995,Harris,Neil,Q131252,Senior Fellow,NA,Distinguished Scholar in American Art
SAAM,2001,Auther,Elissa ,Q153265,Postdoctoral Fellow,NA,Renwick
SAAM,2017,Cloke,Christian,Q153265,Postdoctoral Fellow,NA,
SAAM,1999,Doss,Erika,Q736674,Senior Fellow,NA,Sara Roby
SAAM,2009,Brennan,Joann,Q1468161,Smithsonian Artist Research Fellow,NA,
SAAM,2010,Holloway,Camara,Q1068072,Postdoctoral Fellow,NA,
SAAM,1982,Anderson,Nancy Kay,Q1068072,Predoctoral Fellow,NA,
SAAM,1992,Aronson,Julie Alane ,Q1068072,Predoctoral Fellow,NA,
SAAM,2024,Baker,Megan,Q1068072,Predoctoral Fellow,NA,
SAAM,1995,Becker,Jack ,Q1068072,Predoctoral Fellow,NA,
SAAM,2011,Beetham,Sarah ,Q1068072,Predoctoral Fellow,NA,Douglass Foundation
SAAM,1999,Braddock,Alan C. ,Q1068072,Predoctoral Fellow,NA,
SAAM,2015,Casey,Emily Clare,Q1068072,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,1994,Cho,Eunyoung,Q1068072,Predoctoral Fellow,NA,
SAAM,1977,Clark,Henry (H.) Nichols Blake ,Q1068072,Predoctoral Fellow,NA,
SAAM,1992,Cole,Mark ,Q1068072,Predoctoral Fellow,NA,
SAAM,2007,Deusner,Melody Barnett ,Q1068072,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,1974,Gurney,George,Q1068072,Predoctoral Fellow,NA,
SAAM,1998,Halligan,Emily,Q1068072,Predoctoral Fellow,NA,
SAAM,2024,Hamer-Light,Julia,Q1068072,Predoctoral Fellow,NA,SAAM Fellow in American Craft
SAAM,1988,Husch,Gail E.,Q1068072,Predoctoral Fellow,NA,
SAAM,1977,Hyland,Douglas,Q1068072,Predoctoral Fellow,NA,
SAAM,2016,Karasoulas,Margarita,Q1068072,Predoctoral Fellow,NA,Douglass Foundation
SAAM,1999,Klee,Cristina Bishop,Q1068072,Predoctoral Fellow,NA,Sheila W. and Richard J. Schwartz
SAAM,1978,Landau,Ellen G.,Q1068072,Predoctoral Fellow,NA,
SAAM,2009,Luarca-Shoaf,Nenette,Q1068072,Predoctoral Fellow,NA,
SAAM,2006,Marley,Anna O.,Q1068072,Predoctoral Fellow,NA,
SAAM,1990,McCarthy,David,Q1068072,Predoctoral Fellow,NA,
SAAM,1982,Montagna,Dennis ,Q1068072,Predoctoral Fellow,NA,
SAAM,1970,Morgan,William D.,Q1068072,Predoctoral Fellow,NA,
SAAM,2005,Moss,Dorothy,Q1068072,Predoctoral Fellow,NA,
SAAM,1970,North,Percy (Phyllis),Q1068072,Predoctoral Fellow,NA,
SAAM,1985,Panhorst,Michael Wilson,Q1068072,Predoctoral Fellow,NA,
SAAM,2006,Powers,Sarah G.,Q1068072,Predoctoral Fellow,NA,
SAAM,1982,Rather,Susan,Q1068072,Predoctoral Fellow,NA,
SAAM,2000,Sachant,Pamela Jane,Q1068072,Predoctoral Fellow,NA,
SAAM,2004,Samuel,Anne E.,Q1068072,Predoctoral Fellow,NA,
SAAM,1979,Scott,Wilford,Q1068072,Predoctoral Fellow,NA,
SAAM,2001,Sherry,Karen A.,Q1068072,Predoctoral Fellow,NA,
SAAM,2008,Smucker,Janneken,Q1068072,Predoctoral Fellow,NA,Renwick
SAAM,1976,"Stewart, Jr.",Patrick Leonard (Rick) ,Q1068072,Predoctoral Fellow,NA,
SAAM,1972,Tarbell,Roberta K.,Q1068072,Predoctoral Fellow,NA,
SAAM,1976,Vincent,Gilbert Tapley,Q1068072,Predoctoral Fellow,NA,
SAAM,2009,Walsh,Catherine,Q1068072,Predoctoral Fellow,NA,
SAAM,2010,Wood Kirchhoff,Katie (Mary),Q1068072,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,1988,Zalesch,Saul E.,Q1068072,Predoctoral Fellow,NA,
SAAM,1973,Zilczer,Judith ,Q1068072,Predoctoral Fellow,NA,
SAAM,2013,Zuba,Clay,Q1068072,Predoctoral Fellow,NA,
SAAM,2017,Richmond-Moll,Jeffrey ,Q1068072,Predoctoral Fellow,NA,Joshua C. Taylor
SAAM,2017,Wigmore,Spencer ,Q1068072,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,1989,Tarbell,Roberta K.,Q1068072,Senior Fellow,NA,
SAAM,2008,Kerr,Amber,Q1068072,Conservation Fellow,NA,Lunder
SAAM,2017,Jackson,Alexander ,Q1045828,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2020,Salenius,Sirpa ,Q2093139,Senior Fellow,NA,Terra Foundation for American Art
SAAM,2007,Willumson,Glenn,Q501758,Senior Fellow,NA,
SAAM,2011,Zohar,Ayelet ,Q591115,Postdoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2019,Viswanathan,Rashmi,Q747053,Postdoctoral Fellow,NA,
SAAM,2022,Rogers Morris,Sarah Emily ,Q955764,Predoctoral Fellow,NA,
SAAM,2015,Archias,S. Elise,Q955764,Senior Fellow,NA,George Gurney
SAAM,1998,Esquivel,Arisve,Q457281,Graduate Fellow,NA,
SAAM,2009,Sienkewicz,Julia,Q457281,Postdoctoral Fellow,NA,Joshua C. Taylor
SAAM,2014,Applebaum,Lauren,Q457281,Predoctoral Fellow,NA,Joe and Wanda Corn
SAAM,2014,Kim,Hayan,Q457281,Predoctoral Fellow,NA,
SAAM,2005,Leibowitz,Rachel,Q457281,Predoctoral Fellow,NA,
SAAM,1997,McDonald,Gay,Q457281,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2012,Thomas,Adam,Q457281,Predoctoral Fellow,NA,Douglass Foundation
SAAM,2008,Zundo,Mary Peterson,Q457281,Predoctoral Fellow,NA,
SAAM,2017,Rodriguez,Xuxa (Susana),Q457281,Predoctoral Fellow,NA,
SAAM,1988,Sperling,(Lynda) Joy,Q182973,Postdoctoral Fellow,NA,
SAAM,2003,Dooley,Michael C.,Q182973,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2007,Elliott,Kate,Q182973,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,2013,Latsis,Dimitrios,Q182973,Predoctoral Fellow,NA,CIC-Smithsonian
SAAM,1978,Eldredge,Charles C.,Q52413,Postdoctoral Fellow,NA,
SAAM,1997,Griffey,Randall,Q52413,Predoctoral Fellow,NA,Sara Roby
SAAM,1982,Gruber,J. Richard,Q52413,Predoctoral Fellow,NA,
SAAM,2003,Sloan,Donald E.,Q52413,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2022,Kaneko,Maki ,Q52413,Senior Fellow,NA,Terra Foundation for American Art
SAAM,2004,Doris,Sara,Q1360303,Postdoctoral Fellow,NA,Sara Roby
SAAM,2009,Dezeuze,Anna,Q230899,Postdoctoral Fellow,NA,Terra Foundation for American Art
SAAM,1982,Anderson,Martha S.,Q503415,Graduate Fellow,NA,
SAAM,1997,Grossman,Wendy A.,Q503415,Graduate Fellow,NA,
SAAM,2018,Korobkin,R. Tess,Q503415,Postdoctoral Fellow,NA,James Smithson
SAAM,1981,Johns,Elizabeth,Q503415,Postdoctoral Fellow,NA,
SAAM,1983,Anderson,Martha S.,Q503415,Predoctoral Fellow,NA,
SAAM,1998,Auther,Elissa ,Q503415,Predoctoral Fellow,NA,Renwick
SAAM,1975,Bohan,Ruth L. ,Q503415,Predoctoral Fellow,NA,
SAAM,2007,Greenhalgh,Adam,Q503415,Predoctoral Fellow,NA,
SAAM,1980,Hayes,Jeffrey,Q503415,Predoctoral Fellow,NA,
SAAM,1985,Headley,Janet,Q503415,Predoctoral Fellow,NA,
SAAM,1972,Hormats,Bess,Q503415,Predoctoral Fellow,NA,
SAAM,2004,Jordan,Guy,Q503415,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,1994,Mills,Cynthia,Q503415,Predoctoral Fellow,NA,
SAAM,2007,Naeem,Asma,Q503415,Predoctoral Fellow,NA,Sara Roby
SAAM,2006,Napolitano,Laura Groves,Q503415,Predoctoral Fellow,NA,Sara Roby
SAAM,2005,Nasstrom Evans,Heidi ,Q503415,Predoctoral Fellow,NA,Renwick
SAAM,1972,O’Sullivan,Judith,Q503415,Predoctoral Fellow,NA,
SAAM,2017,O'Steen,Danielle,Q503415,Predoctoral Fellow,NA,Big Ten Academic Alliance
SAAM,1980,Palumbo,Anne Cannon,Q503415,Predoctoral Fellow,NA,
SAAM,1993,Potter-Hennessy,Pamela,Q503415,Predoctoral Fellow,NA,
SAAM,2001,Reason,Akela,Q503415,Predoctoral Fellow,NA,
SAAM,2010,Robertson Chen,Breanne,Q503415,Predoctoral Fellow,NA,Douglass Foundation
SAAM,1983,Tebow,Elizabeth Lang,Q503415,Predoctoral Fellow,NA,
SAAM,2003,Vilches,Flora,Q503415,Predoctoral Fellow,NA,
SAAM,2002,Wagner,Ann Prentice,Q503415,Predoctoral Fellow,NA,
SAAM,2018,Ater,Renee,Q503415,Senior Fellow,NA,
SAAM,2016,Pressly,William,Q503415,Senior Fellow,NA,
SAAM,2006,Frank,Marie,Q15143,Postdoctoral Fellow,NA,Renwick
SAAM,1977,Tepfer,Diane ,Q230492,Graduate Fellow,NA,
SAAM,1981,Tepfer,Diane ,Q230492,Predoctoral Fellow,NA,
SAAM,1977,Adamson,Jeremy ,Q230492,Predoctoral Fellow,NA,
SAAM,1970,Bermingham,Peter ,Q230492,Predoctoral Fellow,NA,
SAAM,1994,Buick,Kirsten ,Q230492,Predoctoral Fellow,NA,
SAAM,2000,Carpenter,Jane H. ,Q230492,Predoctoral Fellow,NA,Sara Roby
SAAM,2010,Gilman,Bridget,Q230492,Predoctoral Fellow,NA,Sara Roby
SAAM,2014,Hartigan,Nicholas ,Q230492,Predoctoral Fellow,NA,CIC-Smithsonian
SAAM,2001,Higginbotham,Carmenita ,Q230492,Predoctoral Fellow,NA,
SAAM,1980,Orlove Held,Beverly,Q230492,Predoctoral Fellow,NA,
SAAM,2011,Pardo,Lara Stein ,Q230492,Predoctoral Fellow,NA,CIC-Smithsonian
SAAM,1975,Wortman,Julie A.,Q230492,Predoctoral Fellow,NA,
SAAM,2011,Cox-Richard,Lily,Q230492,Smithsonian Artist Research Fellow,NA,
SAAM,1988,Campbell,Patricia Lynn,Q238101,Graduate Fellow,NA,
SAAM,1981,Springer-Delph,Julie,Q238101,Graduate Fellow,NA,
SAAM,2024,Duffey,Ashley,Q238101,Predoctoral Fellow,NA,William H. Truettner and Big Ten Academic Alliance
SAAM,2016,Michelon,Christina,Q238101,Predoctoral Fellow,NA,CIC-Smithsonian
SAAM,2001,Murphy,Deirdre J.,Q238101,Predoctoral Fellow,NA,Sheila W. and Richard J. Schwartz
SAAM,2021,Tchepikova-Treon,Olga,Q238101,Predoctoral Fellow,NA,Big Ten Academic Alliance
SAAM,1991,Weisberg,Gabriel P.,Q238101,Senior Fellow,NA,Regents'
SAAM,2017,Roorda Bradley,Lorinda,Q579968,Predoctoral Fellow,NA,William H. Truettner
SAAM,2013,Katz,Wendy,Q1353679,Senior Fellow,NA,
SAAM,2000,Mirabal,Felipe,Q1190812,Graduate Fellow,NA,Latino Studies
SAAM,1998,Gaspar de Alba,Alicia ,Q1190812,Postdoctoral Fellow,NA,Rockefeller
SAAM,2012,Klein,Shana ,Q1190812,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,2024,Martinez,Jeannette,Q1190812,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,1981,Bjelajac,David ,Q192334,Predoctoral Fellow,NA,
SAAM,2013,Corrales-Diaz,Erin,Q192334,Predoctoral Fellow,NA,Joe and Wanda Corn
SAAM,2014,Fravel,Laura,Q192334,Predoctoral Fellow,NA,George Gurney
SAAM,1994,Lucchesi,Joseph Edward,Q192334,Predoctoral Fellow,NA,
SAAM,1992,Platt,Susan Noyes,Q860527,Senior Fellow,NA,
SAAM,2010,Way,Jennifer,Q860527,Senior Fellow,NA,Terra Foundation for American Art
SAAM,1990,Pyne,Kathleen,Q178848,Postdoctoral Fellow,NA,
SAAM,2018,Brookes,James ,Q472316,Predoctoral Fellow,NA,
SAAM,2008,Haltman,Kenneth,Q640652,Senior Fellow,NA,Terra Foundation for American Art
SAAM,2014,Greenwald,Diana,Q34433,Predoctoral Fellow,NA,
SAAM,2011,Taylor,Alex J. ,Q34433,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2016,van der Leeuw,Sajda,Q34433,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,1999,Walden,Justine,Q49117,Graduate Fellow,NA,Renwick
SAAM,1998,Arauz,Rachael ,Q49117,Predoctoral Fellow,NA,Sara Roby
SAAM,2010,Baradel,Lacey ,Q49117,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,2003,Bechtel,Alison ,Q49117,Predoctoral Fellow,NA,Douglass Foundation
SAAM,1991,Brigham,David,Q49117,Predoctoral Fellow,NA,
SAAM,2019,Custer,Lee Ann,Q49117,Predoctoral Fellow,NA,Douglass Foundation
SAAM,2008,Foutch,Ellery,Q49117,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,2020,Qiu,Z. Serena ,Q49117,Predoctoral Fellow,NA,
SAAM,2023,Shine,Tyler,Q49117,Predoctoral Fellow,NA,Will Barnet Foundation
SAAM,2014,Sperling,Juliet,Q49117,Predoctoral Fellow,NA,Wyeth Foundation
SAAM,2002,Taube,Isabel L.,Q49117,Predoctoral Fellow,NA,Sara Roby
SAAM,2018,Vaum Rothschild,Jillian,Q49117,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2013,Warner,Emily,Q49117,Predoctoral Fellow,NA,
SAAM,1990,Steinberg,David,Q49117,Predoctoral Fellow,NA,
SAAM,1991,Isaacs,Susan L. F.,Q49117,Senior Fellow,NA,Renwick
SAAM,2024,Bertagnolli,Isaiah,Q235034,Predoctoral Fellow,NA,Douglass Foundation
SAAM,2018,Fava-Piz,Clarisse,Q235034,Predoctoral Fellow,NA,Terra Foundation for American Art
SAAM,2021,Giordano,Rebecca ,Q235034,Predoctoral Fellow,NA,Patricia and Phillip Frost
SAAM,2016,Johnson,Annika,Q235034,Predoctoral Fellow,NA,
